instance,well,window_key,window_index,onset_offset,role,n_variables_scored,score,refusal
WELL-00030_20141108012623,WELL-00030,240,4,-5,baseline,6,0.3931,
WELL-00030_20141108012623,WELL-00030,241,5,-4,baseline,6,0.3909,
WELL-00030_20141108012623,WELL-00030,242,6,-3,baseline,6,0.5341,
WELL-00030_20141108012623,WELL-00030,243,7,-2,pre,6,0.3163,
WELL-00030_20141108012623,WELL-00030,244,9,0,post0,6,7.4998,
WELL-00030_20141108012623,WELL-00030,245,10,1,post1,6,0.383,
WELL-00031_20140403170404,WELL-00031,246,3,-5,baseline,2,,"2 of 6 variables scored, fewer than 4; P-ANULAR: context: 0 of 240 minutes with data, fewer than 60; P-PDG: context: 0 of 240 minutes with data, fewer than 60; P-TPT: context is constant: the surprise has no scale; T-TPT: context: 0 of 240 minutes with data, fewer than 60"
WELL-00031_20140403170404,WELL-00031,247,4,-4,baseline,2,,"2 of 6 variables scored, fewer than 4; P-ANULAR: context: 0 of 240 minutes with data, fewer than 60; P-PDG: context: 0 of 240 minutes with data, fewer than 60; P-TPT: context is constant: the surprise has no scale; T-TPT: context: 0 of 240 minutes with data, fewer than 60"
WELL-00031_20140403170404,WELL-00031,248,5,-3,baseline,2,,"2 of 6 variables scored, fewer than 4; P-ANULAR: context: 0 of 240 minutes with data, fewer than 60; P-PDG: context: 0 of 240 minutes with data, fewer than 60; P-TPT: context is constant: the surprise has no scale; T-TPT: context: 0 of 240 minutes with data, fewer than 60"
WELL-00031_20140403170404,WELL-00031,249,6,-2,pre,2,,"2 of 6 variables scored, fewer than 4; P-ANULAR: context: 0 of 240 minutes with data, fewer than 60; P-PDG: context: 0 of 240 minutes with data, fewer than 60; P-TPT: context is constant: the surprise has no scale; T-TPT: context: 0 of 240 minutes with data, fewer than 60"
WELL-00031_20140403170404,WELL-00031,250,8,0,post0,2,,"2 of 6 variables scored, fewer than 4; P-ANULAR: context: 0 of 240 minutes with data, fewer than 60; P-PDG: context: 0 of 240 minutes with data, fewer than 60; P-TPT: context is constant: the surprise has no scale; T-TPT: context: 0 of 240 minutes with data, fewer than 60"
WELL-00031_20140403170404,WELL-00031,251,9,1,post1,2,,"2 of 6 variables scored, fewer than 4; P-ANULAR: context: 0 of 240 minutes with data, fewer than 60; P-PDG: context: 0 of 240 minutes with data, fewer than 60; P-TPT: context is constant: the surprise has no scale; T-TPT: context: 0 of 240 minutes with data, fewer than 60"
WELL-00032_20110830235321,WELL-00032,252,6,-5,baseline,3,,"3 of 6 variables scored, fewer than 4; P-ANULAR: context: 0 of 240 minutes with data, fewer than 60; P-PDG: context is constant: the surprise has no scale; T-TPT: context is constant: the surprise has no scale"
WELL-00032_20110830235321,WELL-00032,253,7,-4,baseline,3,,"3 of 6 variables scored, fewer than 4; P-ANULAR: context: 0 of 240 minutes with data, fewer than 60; P-PDG: context is constant: the surprise has no scale; T-TPT: context is constant: the surprise has no scale"
WELL-00032_20110830235321,WELL-00032,254,8,-3,baseline,3,,"3 of 6 variables scored, fewer than 4; P-ANULAR: context: 0 of 240 minutes with data, fewer than 60; P-PDG: context is constant: the surprise has no scale; T-TPT: context is constant: the surprise has no scale"
WELL-00032_20110830235321,WELL-00032,255,9,-2,pre,3,,"3 of 6 variables scored, fewer than 4; P-ANULAR: context: 0 of 240 minutes with data, fewer than 60; P-PDG: context is constant: the surprise has no scale; T-TPT: context is constant: the surprise has no scale"
WELL-00032_20110830235321,WELL-00032,256,11,0,post0,3,,"3 of 6 variables scored, fewer than 4; P-ANULAR: context: 0 of 240 minutes with data, fewer than 60; P-PDG: context is constant: the surprise has no scale; T-TPT: context is constant: the surprise has no scale"
WELL-00032_20110830235321,WELL-00032,257,12,1,post1,3,,"3 of 6 variables scored, fewer than 4; P-ANULAR: context: 0 of 240 minutes with data, fewer than 60; P-PDG: context is constant: the surprise has no scale; T-TPT: context is constant: the surprise has no scale"
WELL-00037_20181011071238,WELL-00037,258,0,-5,baseline,0,,"0 of 6 variables scored, fewer than 4; P-ANULAR: context: 0 of 240 minutes with data, fewer than 60; P-JUS-CKGL: context: 49 of 240 minutes with data, fewer than 60; P-MON-CKP: context: 49 of 240 minutes with data, fewer than 60; P-PDG: context: 49 of 240 minutes with data, fewer than 60; P-TPT: context: 49 of 240 minutes with data, fewer than 60; T-TPT: context: 49 of 240 minutes with data, fewer than 60"
WELL-00037_20181011071238,WELL-00037,259,1,-4,baseline,5,0.6497,
WELL-00037_20181011071238,WELL-00037,260,2,-3,baseline,5,0.4504,
WELL-00037_20181011071238,WELL-00037,261,3,-2,pre,5,0.2647,
WELL-00037_20181011071238,WELL-00037,262,5,0,post0,5,0.3782,
WELL-00037_20181011071238,WELL-00037,263,6,1,post1,5,0.3699,
WELL-00040_20181013160242,WELL-00040,264,0,-5,baseline,0,,"0 of 6 variables scored, fewer than 4; P-ANULAR: context: 57 of 240 minutes with data, fewer than 60; P-JUS-CKGL: context: 57 of 240 minutes with data, fewer than 60; P-MON-CKP: context: 57 of 240 minutes with data, fewer than 60; P-PDG: context: 57 of 240 minutes with data, fewer than 60; P-TPT: context: 57 of 240 minutes with data, fewer than 60; T-TPT: context: 57 of 240 minutes with data, fewer than 60"
WELL-00040_20181013160242,WELL-00040,265,1,-4,baseline,3,,"3 of 6 variables scored, fewer than 4; P-PDG: context is constant: the surprise has no scale; P-TPT: context is constant: the surprise has no scale; T-TPT: context is constant: the surprise has no scale"
WELL-00040_20181013160242,WELL-00040,266,2,-3,baseline,3,,"3 of 6 variables scored, fewer than 4; P-PDG: context is constant: the surprise has no scale; P-TPT: context is constant: the surprise has no scale; T-TPT: context is constant: the surprise has no scale"
WELL-00040_20181013160242,WELL-00040,267,3,-2,pre,3,,"3 of 6 variables scored, fewer than 4; P-PDG: context is constant: the surprise has no scale; P-TPT: context is constant: the surprise has no scale; T-TPT: context is constant: the surprise has no scale"
WELL-00040_20181013160242,WELL-00040,268,5,0,post0,3,,"3 of 6 variables scored, fewer than 4; P-PDG: context is constant: the surprise has no scale; P-TPT: context is constant: the surprise has no scale; T-TPT: context is constant: the surprise has no scale"
WELL-00040_20181013160242,WELL-00040,269,6,1,post1,3,,"3 of 6 variables scored, fewer than 4; P-PDG: context is constant: the surprise has no scale; P-TPT: context is constant: the surprise has no scale; T-TPT: context is constant: the surprise has no scale"
WELL-00041_20181013160201,WELL-00041,270,0,-5,baseline,0,,"0 of 6 variables scored, fewer than 4; P-ANULAR: context: 59 of 240 minutes with data, fewer than 60; P-JUS-CKGL: context: 59 of 240 minutes with data, fewer than 60; P-MON-CKP: context: 59 of 240 minutes with data, fewer than 60; P-PDG: context: 59 of 240 minutes with data, fewer than 60; P-TPT: context: 59 of 240 minutes with data, fewer than 60; T-TPT: context: 59 of 240 minutes with data, fewer than 60"
WELL-00041_20181013160201,WELL-00041,271,1,-4,baseline,4,0.2087,
WELL-00041_20181013160201,WELL-00041,272,2,-3,baseline,4,0.1915,
WELL-00041_20181013160201,WELL-00041,273,3,-2,pre,4,0.1841,
WELL-00041_20181013160201,WELL-00041,274,5,0,post0,4,0.3667,
WELL-00041_20181013160201,WELL-00041,275,6,1,post1,4,0.6457,
WELL-00042_20141217142745,WELL-00042,276,1,-5,baseline,6,0.4514,
WELL-00042_20141217142745,WELL-00042,277,2,-4,baseline,6,0.5936,
WELL-00042_20141217142745,WELL-00042,278,3,-3,baseline,6,0.6087,
WELL-00042_20141217142745,WELL-00042,279,4,-2,pre,6,0.4158,
WELL-00042_20141217142745,WELL-00042,280,6,0,post0,6,0.7689,
WELL-00042_20141217142745,WELL-00042,281,7,1,post1,6,0.5494,
WELL-00042_20141221190219,WELL-00042,282,0,-5,baseline,0,,"0 of 6 variables scored, fewer than 4; P-ANULAR: context: 1 of 240 minutes with data, fewer than 60; P-JUS-CKGL: context: 1 of 240 minutes with data, fewer than 60; P-MON-CKP: context: 1 of 240 minutes with data, fewer than 60; P-PDG: context: 1 of 240 minutes with data, fewer than 60; P-TPT: context: 1 of 240 minutes with data, fewer than 60; T-TPT: context: 1 of 240 minutes with data, fewer than 60"
WELL-00042_20141221190219,WELL-00042,283,1,-4,baseline,6,2.2291,
WELL-00042_20141221190219,WELL-00042,284,2,-3,baseline,6,1.1168,
WELL-00042_20141221190219,WELL-00042,285,3,-2,pre,6,0.365,
WELL-00042_20141221190219,WELL-00042,286,5,0,post0,6,0.3304,
WELL-00042_20141221190219,WELL-00042,287,6,1,post1,6,0.2455,
